,MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Position,OriginPlayerID_,OriginPlayerIDFit,DestinationPlayerID_,DestinationPlayerIDFit,PlayerIDFitPair,PassingBetweenPlayerCount,DestinationPosition,PositionFitPair,PassingBetweenPositionCount
15219,25,Opponent10,Opponent10_D6,Opponent10_D5,1H,1301.017466,Simple pass,26,63,24.0,24.0,D,D6,5,D5,4,"(5, 4)",29,D,"('D', 'D')",1795
15220,25,Opponent10,Opponent10_D5,Opponent10_G1,1H,1303.183978,Simple pass,24,24,14.0,47.0,D,D5,4,G1,13,"(4, 13)",25,G,"('D', 'G')",383
15221,25,Opponent10,Opponent10_G1,Opponent10_D6,1H,1306.711159,Simple pass,14,47,22.0,74.0,G,G1,13,D6,5,"(13, 5)",14,D,"('G', 'D')",331
15222,25,Opponent10,Opponent10_M7,Opponent10_M5,1H,1320.35274,Simple pass,61,92,85.0,86.0,M,M7,21,M5,19,"(21, 19)",27,M,"('M', 'M')",2615
15227,25,Opponent10,Opponent10_M3,Opponent10_M5,1H,1384.191148,Simple pass,53,34,64.0,86.0,M,M3,17,M5,19,"(17, 19)",60,M,"('M', 'M')",2615
15247,25,Opponent10,Opponent10_D3,Opponent10_D5,1H,1602.000371,Simple pass,13,44,21.0,46.0,D,D3,2,D5,4,"(2, 4)",44,D,"('D', 'D')",1795
15248,25,Opponent10,Opponent10_D5,Opponent10_M6,1H,1604.118151,Simple pass,21,46,30.0,39.0,D,D5,4,M6,20,"(4, 20)",31,M,"('D', 'M')",2526
15249,25,Opponent10,Opponent10_M6,Opponent10_D5,1H,1604.6280140000001,Simple pass,30,39,25.0,47.0,M,M6,20,D5,4,"(20, 4)",14,D,"('M', 'D')",2499
15250,25,Opponent10,Opponent10_D5,Opponent10_M5,1H,1606.677403,Simple pass,25,47,31.0,83.0,D,D5,4,M5,19,"(4, 19)",50,M,"('D', 'M')",2526
15251,25,Opponent10,Opponent10_M5,Opponent10_M7,1H,1609.5502,Simple pass,31,83,18.0,81.0,M,M5,19,M7,21,"(19, 21)",24,M,"('M', 'M')",2615
15257,25,Opponent10,Opponent10_M5,Opponent10_M3,1H,1679.05217,Simple pass,54,93,72.0,77.0,M,M5,19,M3,17,"(19, 17)",62,M,"('M', 'M')",2615
15264,25,Opponent10,Opponent10_M3,Opponent10_F2,1H,1829.621603,Simple pass,39,18,48.0,3.0,M,M3,17,F2,8,"(17, 8)",46,F,"('M', 'F')",809
15265,25,Opponent10,Opponent10_M3,Opponent10_M5,1H,1838.2708260000002,Simple pass,33,18,43.0,45.0,M,M3,17,M5,19,"(17, 19)",60,M,"('M', 'M')",2615
15266,25,Opponent10,Opponent10_M5,Opponent10_G1,1H,1840.757118,Simple pass,43,45,100.0,100.0,M,M5,19,G1,13,"(19, 13)",5,G,"('M', 'G')",79
15267,25,Opponent10,Opponent10_G1,Opponent10_D6,1H,1926.865054,Hand pass,7,50,22.0,67.0,G,G1,13,D6,5,"(13, 5)",14,D,"('G', 'D')",331
15268,25,Opponent10,Opponent10_D6,Opponent10_M7,1H,1930.3285629999998,Simple pass,22,67,29.0,90.0,D,D6,5,M7,21,"(5, 21)",25,M,"('D', 'M')",2526
15269,25,Opponent10,Opponent10_M7,Opponent10_M5,1H,1932.365982,Simple pass,29,90,46.0,91.0,M,M7,21,M5,19,"(21, 19)",27,M,"('M', 'M')",2615
15270,25,Opponent10,Opponent10_M5,Opponent10_M7,1H,1933.2745940000002,Simple pass,46,91,36.0,75.0,M,M5,19,M7,21,"(19, 21)",24,M,"('M', 'M')",2615
15271,25,Opponent10,Opponent10_M7,Opponent10_D6,1H,1935.049821,Simple pass,36,75,24.0,62.0,M,M7,21,D6,5,"(21, 5)",15,D,"('M', 'D')",2499
15272,25,Opponent10,Opponent10_D6,Opponent10_M3,1H,1936.897983,Simple pass,24,62,33.0,57.0,D,D6,5,M3,17,"(5, 17)",50,M,"('D', 'M')",2526
15273,25,Opponent10,Opponent10_M3,Opponent10_G1,1H,1939.191373,Simple pass,33,57,12.0,46.0,M,M3,17,G1,13,"(17, 13)",13,G,"('M', 'G')",79
15274,25,Opponent10,Opponent10_G1,Opponent10_D6,1H,1942.851625,Simple pass,12,46,26.0,71.0,G,G1,13,D6,5,"(13, 5)",14,D,"('G', 'D')",331
15275,25,Opponent10,Opponent10_D6,Opponent10_F2,1H,1950.100092,Simple pass,51,76,64.0,72.0,D,D6,5,F2,8,"(5, 8)",9,F,"('D', 'F')",607
15276,25,Opponent10,Opponent10_F2,Opponent10_M7,1H,1951.749741,Simple pass,64,72,62.0,92.0,F,F2,8,M7,21,"(8, 21)",12,M,"('F', 'M')",680
15277,25,Opponent10,Opponent10_M7,Opponent10_M5,1H,1953.273197,Simple pass,62,92,42.0,85.0,M,M7,21,M5,19,"(21, 19)",27,M,"('M', 'M')",2615
15279,25,Opponent10,Opponent10_D6,Opponent10_M7,1H,2066.175686,Simple pass,43,53,47.0,89.0,D,D6,5,M7,21,"(5, 21)",25,M,"('D', 'M')",2526
15280,25,Opponent10,Opponent10_M7,Opponent10_M6,1H,2069.117514,Simple pass,47,89,45.0,74.0,M,M7,21,M6,20,"(21, 20)",22,M,"('M', 'M')",2615
15281,25,Opponent10,Opponent10_M7,Opponent10_G1,1H,2074.7754370000002,Simple pass,30,89,17.0,78.0,M,M7,21,G1,13,"(21, 13)",4,G,"('M', 'G')",79
15282,25,Opponent10,Opponent10_D6,Opponent10_D5,1H,2087.473203,Simple pass,43,64,40.0,39.0,D,D6,5,D5,4,"(5, 4)",29,D,"('D', 'D')",1795
15283,25,Opponent10,Opponent10_D5,Opponent10_D3,1H,2094.018251,Simple pass,67,15,80.0,2.0,D,D5,4,D3,2,"(4, 2)",35,D,"('D', 'D')",1795
15292,25,Opponent10,Opponent10_M3,Opponent10_M7,1H,2243.927654,Simple pass,27,75,19.0,85.0,M,M3,17,M7,21,"(17, 21)",22,M,"('M', 'M')",2615
15293,25,Opponent10,Opponent10_M7,Opponent10_M5,1H,2244.651638,Simple pass,19,85,38.0,87.0,M,M7,21,M5,19,"(21, 19)",27,M,"('M', 'M')",2615
15294,25,Opponent10,Opponent10_M5,Opponent10_F2,1H,2247.530891,Simple pass,38,87,48.0,71.0,M,M5,19,F2,8,"(19, 8)",25,F,"('M', 'F')",809
15295,25,Opponent10,Opponent10_D3,Opponent10_D5,1H,2254.248145,Simple pass,25,33,33.0,26.0,D,D3,2,D5,4,"(2, 4)",44,D,"('D', 'D')",1795
15298,25,Opponent10,Opponent10_D3,Opponent10_F1,1H,2389.98326,Head pass,76,17,86.0,18.0,D,D3,2,F1,7,"(2, 7)",42,F,"('D', 'F')",607
15306,25,Opponent10,Opponent10_D6,Opponent10_D5,1H,2474.080985,Simple pass,20,79,20.0,44.0,D,D6,5,D5,4,"(5, 4)",29,D,"('D', 'D')",1795
15307,25,Opponent10,Opponent10_D5,Opponent10_D6,1H,2476.240829,Simple pass,20,44,21.0,75.0,D,D5,4,D6,5,"(4, 5)",31,D,"('D', 'D')",1795
15308,25,Opponent10,Opponent10_D6,Opponent10_M7,1H,2479.0594730000003,Simple pass,21,75,34.0,88.0,D,D6,5,M7,21,"(5, 21)",25,M,"('D', 'M')",2526
15309,25,Opponent10,Opponent10_M7,Opponent10_D6,1H,2481.854531,Simple pass,34,88,25.0,69.0,M,M7,21,D6,5,"(21, 5)",15,D,"('M', 'D')",2499
15310,25,Opponent10,Opponent10_D6,Opponent10_M5,1H,2486.594325,Simple pass,34,75,52.0,95.0,D,D6,5,M5,19,"(5, 19)",25,M,"('D', 'M')",2526
15324,25,Opponent10,Opponent10_G1,Opponent10_D5,1H,2607.737735,Simple pass,17,51,42.0,12.0,G,G1,13,D5,4,"(13, 4)",20,D,"('G', 'D')",331
15325,25,Opponent10,Opponent10_D5,Opponent10_D3,1H,2612.737866,Simple pass,42,12,62.0,4.0,D,D5,4,D3,2,"(4, 2)",35,D,"('D', 'D')",1795
15326,25,Opponent10,Opponent10_D3,Opponent10_D5,1H,2614.8487760000003,Simple pass,62,4,33.0,8.0,D,D3,2,D5,4,"(2, 4)",44,D,"('D', 'D')",1795
15327,25,Opponent10,Opponent10_D5,Opponent10_D6,1H,2616.975178,Simple pass,33,8,27.0,46.0,D,D5,4,D6,5,"(4, 5)",31,D,"('D', 'D')",1795
15328,25,Opponent10,Opponent10_D6,Opponent10_M7,1H,2620.960424,Simple pass,27,46,34.0,65.0,D,D6,5,M7,21,"(5, 21)",25,M,"('D', 'M')",2526
15329,25,Opponent10,Opponent10_M7,Opponent10_M3,1H,2625.939265,Simple pass,34,65,43.0,53.0,M,M7,21,M3,17,"(21, 17)",25,M,"('M', 'M')",2615
15330,25,Opponent10,Opponent10_M3,Opponent10_M7,1H,2628.437464,Simple pass,43,53,45.0,69.0,M,M3,17,M7,21,"(17, 21)",22,M,"('M', 'M')",2615
15331,25,Opponent10,Opponent10_M7,Opponent10_M6,1H,2634.341698,Simple pass,45,69,49.0,85.0,M,M7,21,M6,20,"(21, 20)",22,M,"('M', 'M')",2615
15334,25,Opponent10,Opponent10_M7,Opponent10_M5,1H,2662.348464,Simple pass,26,85,35.0,91.0,M,M7,21,M5,19,"(21, 19)",27,M,"('M', 'M')",2615
15342,25,Opponent10,Opponent10_D6,Opponent10_M5,1H,2791.467982,Simple pass,46,51,73.0,91.0,D,D6,5,M5,19,"(5, 19)",25,M,"('D', 'M')",2526
15343,25,Opponent10,Opponent10_M5,Opponent10_F1,1H,2794.21391,Simple pass,73,91,77.0,74.0,M,M5,19,F1,7,"(19, 7)",30,F,"('M', 'F')",809
15344,25,Opponent10,Opponent10_F1,Opponent10_M5,1H,2795.3775600000004,Simple pass,77,74,92.0,94.0,F,F1,7,M5,19,"(7, 19)",24,M,"('F', 'M')",680
15345,25,Opponent10,Opponent10_M6,Opponent10_D5,2H,2.9514570000001186,Simple pass,51,50,36.0,55.0,M,M6,20,D5,4,"(20, 4)",14,D,"('M', 'D')",2499
15348,25,Opponent10,Opponent10_M6,Opponent10_M5,2H,47.92443899999989,Simple pass,53,68,58.0,96.0,M,M6,20,M5,19,"(20, 19)",29,M,"('M', 'M')",2615
15349,25,Opponent10,Opponent10_M5,Opponent10_M7,2H,48.27816299999995,Simple pass,58,96,35.0,95.0,M,M5,19,M7,21,"(19, 21)",24,M,"('M', 'M')",2615
15350,25,Opponent10,Opponent10_M7,Opponent10_M3,2H,51.749522999999954,Simple pass,35,95,48.0,75.0,M,M7,21,M3,17,"(21, 17)",25,M,"('M', 'M')",2615
15351,25,Opponent10,Opponent10_M3,Opponent10_M5,2H,52.98515899999985,Simple pass,48,75,50.0,97.0,M,M3,17,M5,19,"(17, 19)",60,M,"('M', 'M')",2615
15352,25,Opponent10,Opponent10_D6,Opponent10_M5,2H,81.8181679999998,Head pass,24,79,34.0,89.0,D,D6,5,M5,19,"(5, 19)",25,M,"('D', 'M')",2526
15368,25,Opponent10,Opponent10_M3,Opponent10_M6,2H,158.4507950000002,Simple pass,46,54,46.0,58.0,M,M3,17,M6,20,"(17, 20)",41,M,"('M', 'M')",2615
15369,25,Opponent10,Opponent10_M6,Opponent10_D6,2H,159.5351089999999,Simple pass,46,58,36.0,60.0,M,M6,20,D6,5,"(20, 5)",23,D,"('M', 'D')",2499
15370,25,Opponent10,Opponent10_D6,Opponent10_F2,2H,160.08706799999982,High pass,36,60,59.0,59.0,D,D6,5,F2,8,"(5, 8)",9,F,"('D', 'F')",607
15371,25,Opponent10,Opponent10_F2,Opponent10_F1,2H,162.3380259999999,Head pass,59,59,65.0,55.0,F,F2,8,F1,7,"(8, 7)",39,F,"('F', 'F')",169
15372,25,Opponent10,Opponent10_M7,Opponent10_M6,2H,168.70203700000005,Simple pass,44,89,54.0,77.0,M,M7,21,M6,20,"(21, 20)",22,M,"('M', 'M')",2615
15373,25,Opponent10,Opponent10_M6,Opponent10_M7,2H,170.8932460000001,Simple pass,54,77,43.0,80.0,M,M6,20,M7,21,"(20, 21)",26,M,"('M', 'M')",2615
15374,25,Opponent10,Opponent10_M7,Opponent10_F2,2H,174.51229700000022,Simple pass,43,80,67.0,51.0,M,M7,21,F2,8,"(21, 8)",9,F,"('M', 'F')",809
15375,25,Opponent10,Opponent10_F2,Opponent10_D3,2H,177.25201400000012,Simple pass,67,51,65.0,16.0,F,F2,8,D3,2,"(8, 2)",27,D,"('F', 'D')",336
15376,25,Opponent10,Opponent10_D3,Opponent10_M2,2H,179.11893000000006,Simple pass,65,16,76.0,22.0,D,D3,2,M2,16,"(2, 16)",74,M,"('D', 'M')",2526
15377,25,Opponent10,Opponent10_M2,Opponent10_M3,2H,183.3577409999998,Simple pass,76,22,67.0,38.0,M,M2,16,M3,17,"(16, 17)",127,M,"('M', 'M')",2615
15378,25,Opponent10,Opponent10_M7,Opponent10_D5,2H,192.55888499999992,Simple pass,65,81,52.0,37.0,M,M7,21,D5,4,"(21, 4)",16,D,"('M', 'D')",2499
15383,25,Opponent10,Opponent10_M6,Opponent10_M7,2H,251.55390100000028,Simple pass,33,81,30.0,97.0,M,M6,20,M7,21,"(20, 21)",26,M,"('M', 'M')",2615
15385,25,Opponent10,Opponent10_M6,Opponent10_M7,2H,296.2561719999999,Simple pass,17,96,7.0,80.0,M,M6,20,M7,21,"(20, 21)",26,M,"('M', 'M')",2615
15386,25,Opponent10,Opponent10_M7,Opponent10_M3,2H,299.21661399999994,Simple pass,10,81,13.0,90.0,M,M7,21,M3,17,"(21, 17)",25,M,"('M', 'M')",2615
15387,25,Opponent10,Opponent10_M3,Opponent10_M6,2H,300.8889020000001,Simple pass,13,90,16.0,97.0,M,M3,17,M6,20,"(17, 20)",41,M,"('M', 'M')",2615
15388,25,Opponent10,Opponent10_M6,Opponent10_M5,2H,302.9487869999998,Simple pass,16,97,25.0,97.0,M,M6,20,M5,19,"(20, 19)",29,M,"('M', 'M')",2615
15389,25,Opponent10,Opponent10_M5,Opponent10_F2,2H,304.554177,Simple pass,25,97,38.0,93.0,M,M5,19,F2,8,"(19, 8)",25,F,"('M', 'F')",809
15392,25,Opponent10,Opponent10_M3,Opponent10_G1,2H,353.8517860000002,Simple pass,30,15,8.0,49.0,M,M3,17,G1,13,"(17, 13)",13,G,"('M', 'G')",79
15398,25,Opponent10,Opponent10_D6,Opponent10_M3,2H,434.33392899999984,Simple pass,25,85,40.0,75.0,D,D6,5,M3,17,"(5, 17)",50,M,"('D', 'M')",2526
15399,25,Opponent10,Opponent10_M3,Opponent10_M7,2H,436.1204910000001,Simple pass,40,75,44.0,94.0,M,M3,17,M7,21,"(17, 21)",22,M,"('M', 'M')",2615
15401,25,Opponent10,Opponent10_D6,Opponent10_G1,2H,447.542676,Simple pass,47,74,24.0,61.0,D,D6,5,G1,13,"(5, 13)",17,G,"('D', 'G')",383
15419,25,Opponent10,Opponent10_D3,Opponent10_D3,2H,559.7487970000002,Head pass,64,2,56.0,7.0,D,D3,2,D3,2,"(2, 2)",13,D,"('D', 'D')",1795
15422,25,Opponent10,Opponent10_G1,Opponent10_D6,2H,603.3705970000002,Simple pass,21,47,31.0,68.0,G,G1,13,D6,5,"(13, 5)",14,D,"('G', 'D')",331
15423,25,Opponent10,Opponent10_D6,Opponent10_M7,2H,605.5963019999998,Simple pass,31,68,35.0,91.0,D,D6,5,M7,21,"(5, 21)",25,M,"('D', 'M')",2526
15424,25,Opponent10,Opponent10_M7,Opponent10_D6,2H,607.8985610000001,Simple pass,35,91,33.0,72.0,M,M7,21,D6,5,"(21, 5)",15,D,"('M', 'D')",2499
15425,25,Opponent10,Opponent10_M6,Opponent10_D5,2H,615.9867899999998,Simple pass,39,44,19.0,28.0,M,M6,20,D5,4,"(20, 4)",14,D,"('M', 'D')",2499
15426,25,Opponent10,Opponent10_D5,Opponent10_G1,2H,619.536885,Simple pass,19,28,8.0,51.0,D,D5,4,G1,13,"(4, 13)",25,G,"('D', 'G')",383
15434,25,Opponent10,Opponent10_M6,Opponent10_D3,2H,663.4422789999999,Simple pass,19,13,21.0,16.0,M,M6,20,D3,2,"(20, 2)",22,D,"('M', 'D')",2499
15435,25,Opponent10,Opponent10_D3,Opponent10_M6,2H,665.6005479999999,Simple pass,21,16,18.0,10.0,D,D3,2,M6,20,"(2, 20)",21,M,"('D', 'M')",2526
15436,25,Opponent10,Opponent10_M6,Opponent10_M3,2H,667.8524679999999,Simple pass,18,10,21.0,41.0,M,M6,20,M3,17,"(20, 17)",37,M,"('M', 'M')",2615
15437,25,Opponent10,Opponent10_M3,Opponent10_M5,2H,671.1901830000003,High pass,21,41,36.0,90.0,M,M3,17,M5,19,"(17, 19)",60,M,"('M', 'M')",2615
15438,25,Opponent10,Opponent10_M5,Opponent10_M7,2H,673.5861380000001,Simple pass,36,90,26.0,92.0,M,M5,19,M7,21,"(19, 21)",24,M,"('M', 'M')",2615
15444,25,Opponent10,Opponent10_D6,Opponent10_M6,2H,783.8082610000001,Head pass,18,34,26.0,23.0,D,D6,5,M6,20,"(5, 20)",13,M,"('D', 'M')",2526
15446,25,Opponent10,Opponent10_D3,Opponent10_M5,2H,907.3551580000003,Simple pass,29,21,44.0,7.0,D,D3,2,M5,19,"(2, 19)",38,M,"('D', 'M')",2526
15447,25,Opponent10,Opponent10_M5,Opponent10_M3,2H,913.656199,Simple pass,48,29,40.0,53.0,M,M5,19,M3,17,"(19, 17)",62,M,"('M', 'M')",2615
15448,25,Opponent10,Opponent10_M3,Opponent10_M7,2H,915.7095010000003,Simple pass,40,53,40.0,87.0,M,M3,17,M7,21,"(17, 21)",22,M,"('M', 'M')",2615
15449,25,Opponent10,Opponent10_M5,Opponent10_M2,2H,969.4148830000003,Simple pass,48,18,58.0,11.0,M,M5,19,M2,16,"(19, 16)",59,M,"('M', 'M')",2615
15451,25,Opponent10,Opponent10_D6,Opponent10_D3,2H,1065.5235750000004,Simple pass,17,92,22.0,13.0,D,D6,5,D3,2,"(5, 2)",22,D,"('D', 'D')",1795
15452,25,Opponent10,Opponent10_D3,Opponent10_D5,2H,1074.5855899999997,Simple pass,22,13,15.0,18.0,D,D3,2,D5,4,"(2, 4)",44,D,"('D', 'D')",1795
15453,25,Opponent10,Opponent10_D5,Opponent10_M5,2H,1076.5480879999998,Simple pass,15,18,25.0,13.0,D,D5,4,M5,19,"(4, 19)",50,M,"('D', 'M')",2526
15456,25,Opponent10,Opponent10_F4,Opponent10_M7,2H,1137.2733099999996,Simple pass,81,97,70.0,95.0,F,F4,10,M7,21,"(10, 21)",6,M,"('F', 'M')",680
15457,25,Opponent10,Opponent10_M7,Opponent10_M3,2H,1140.6113219999995,Simple pass,70,95,65.0,60.0,M,M7,21,M3,17,"(21, 17)",25,M,"('M', 'M')",2615
15458,25,Opponent10,Opponent10_M3,Opponent10_D3,2H,1144.0154389999998,Simple pass,65,60,62.0,15.0,M,M3,17,D3,2,"(17, 2)",123,D,"('M', 'D')",2499
15459,25,Opponent10,Opponent10_D3,Opponent10_D5,2H,1145.6498250000004,Simple pass,62,15,40.0,29.0,D,D3,2,D5,4,"(2, 4)",44,D,"('D', 'D')",1795
15460,25,Opponent10,Opponent10_D5,Opponent10_D6,2H,1151.29281,Simple pass,40,29,38.0,77.0,D,D5,4,D6,5,"(4, 5)",31,D,"('D', 'D')",1795
15461,25,Opponent10,Opponent10_D6,Opponent10_D5,2H,1153.6405860000004,Simple pass,38,77,36.0,41.0,D,D6,5,D5,4,"(5, 4)",29,D,"('D', 'D')",1795
15462,25,Opponent10,Opponent10_D5,Opponent10_M6,2H,1155.1898600000004,Simple pass,36,41,54.0,67.0,D,D5,4,M6,20,"(4, 20)",31,M,"('D', 'M')",2526
15466,25,Opponent10,Opponent10_D5,Opponent10_M3,2H,1176.3925579999996,Head pass,38,24,49.0,30.0,D,D5,4,M3,17,"(4, 17)",53,M,"('D', 'M')",2526
15467,25,Opponent10,Opponent10_M3,Opponent10_D6,2H,1177.8851539999996,Simple pass,49,30,30.0,45.0,M,M3,17,D6,5,"(17, 5)",40,D,"('M', 'D')",2499
15468,25,Opponent10,Opponent10_D6,Opponent10_M7,2H,1180.194821,Simple pass,30,45,38.0,92.0,D,D6,5,M7,21,"(5, 21)",25,M,"('D', 'M')",2526
15469,25,Opponent10,Opponent10_M7,Opponent10_M3,2H,1184.4828820000002,Simple pass,38,92,43.0,77.0,M,M7,21,M3,17,"(21, 17)",25,M,"('M', 'M')",2615
15475,25,Opponent10,Opponent10_M3,Opponent10_D5,2H,1256.9410260000004,Simple pass,65,82,37.0,49.0,M,M3,17,D5,4,"(17, 4)",55,D,"('M', 'D')",2499
15478,25,Opponent10,Opponent10_D5,Opponent10_G1,2H,1300.9173039999996,Simple pass,32,54,9.0,68.0,D,D5,4,G1,13,"(4, 13)",25,G,"('D', 'G')",383
15480,25,Opponent10,Opponent10_M7,Opponent10_D6,2H,1341.1546719999994,Simple pass,47,95,57.0,76.0,M,M7,21,D6,5,"(21, 5)",15,D,"('M', 'D')",2499
15481,25,Opponent10,Opponent10_D6,Opponent10_F4,2H,1346.4303739999996,Simple pass,57,76,74.0,79.0,D,D6,5,F4,10,"(5, 10)",10,F,"('D', 'F')",607
15482,25,Opponent10,Opponent10_M6,Opponent10_G1,2H,1354.1903490000004,Simple pass,37,92,9.0,60.0,M,M6,20,G1,13,"(20, 13)",6,G,"('M', 'G')",79
15483,25,Opponent10,Opponent10_G1,Opponent10_D5,2H,1357.9934839999996,Simple pass,9,60,23.0,43.0,G,G1,13,D5,4,"(13, 4)",20,D,"('G', 'D')",331
15484,25,Opponent10,Opponent10_D5,Opponent10_M6,2H,1361.1797109999998,Simple pass,23,43,37.0,88.0,D,D5,4,M6,20,"(4, 20)",31,M,"('D', 'M')",2526
15485,25,Opponent10,Opponent10_M6,Opponent10_M7,2H,1366.2510899999995,Simple pass,37,88,47.0,92.0,M,M6,20,M7,21,"(20, 21)",26,M,"('M', 'M')",2615
15486,25,Opponent10,Opponent10_M7,Opponent10_M6,2H,1367.7644090000006,Simple pass,47,92,38.0,86.0,M,M7,21,M6,20,"(21, 20)",22,M,"('M', 'M')",2615
15487,25,Opponent10,Opponent10_F4,Opponent10_M6,2H,1373.0197609999996,Simple pass,62,85,48.0,85.0,F,F4,10,M6,20,"(10, 20)",5,M,"('F', 'M')",680
15488,25,Opponent10,Opponent10_M6,Opponent10_M7,2H,1374.224424,Simple pass,48,85,48.0,95.0,M,M6,20,M7,21,"(20, 21)",26,M,"('M', 'M')",2615
15489,25,Opponent10,Opponent10_M7,Opponent10_M3,2H,1376.1456399999995,Simple pass,48,95,44.0,87.0,M,M7,21,M3,17,"(21, 17)",25,M,"('M', 'M')",2615
15492,25,Opponent10,Opponent10_G1,Opponent10_M7,2H,1428.2769099999994,Hand pass,10,57,36.0,88.0,G,G1,13,M7,21,"(13, 21)",4,M,"('G', 'M')",87
15493,25,Opponent10,Opponent10_M7,Opponent10_F4,2H,1433.4621949999998,Simple pass,36,88,49.0,95.0,M,M7,21,F4,10,"(21, 10)",5,F,"('M', 'F')",809
15494,25,Opponent10,Opponent10_F4,Opponent10_M7,2H,1435.111637,Simple pass,49,95,36.0,90.0,F,F4,10,M7,21,"(10, 21)",6,M,"('F', 'M')",680
15496,25,Opponent10,Opponent10_F4,Opponent10_M7,2H,1464.6117809999994,Simple pass,81,92,68.0,95.0,F,F4,10,M7,21,"(10, 21)",6,M,"('F', 'M')",680
15497,25,Opponent10,Opponent10_M7,Opponent10_M6,2H,1467.4476510000006,Simple pass,68,95,67.0,79.0,M,M7,21,M6,20,"(21, 20)",22,M,"('M', 'M')",2615
15498,25,Opponent10,Opponent10_M5,Opponent10_D3,2H,1592.2089530000005,Simple pass,38,13,50.0,19.0,M,M5,19,D3,2,"(19, 2)",49,D,"('M', 'D')",2499
15499,25,Opponent10,Opponent10_D5,Opponent10_D6,2H,1606.7647900000004,Simple pass,46,24,34.0,62.0,D,D5,4,D6,5,"(4, 5)",31,D,"('D', 'D')",1795
15500,25,Opponent10,Opponent10_D6,Opponent10_M7,2H,1609.8122620000006,Simple pass,34,62,44.0,94.0,D,D6,5,M7,21,"(5, 21)",25,M,"('D', 'M')",2526
15501,25,Opponent10,Opponent10_M7,Opponent10_M2,2H,1612.5580220000004,High pass,44,94,97.0,81.0,M,M7,21,M2,16,"(21, 16)",12,M,"('M', 'M')",2615
15502,25,Opponent10,Opponent10_D5,Opponent10_M6,2H,1625.6434900000006,Simple pass,68,49,74.0,42.0,D,D5,4,M6,20,"(4, 20)",31,M,"('D', 'M')",2526
15503,25,Opponent10,Opponent10_M6,Opponent10_M3,2H,1627.258331,Simple pass,74,42,69.0,68.0,M,M6,20,M3,17,"(20, 17)",37,M,"('M', 'M')",2615
15504,25,Opponent10,Opponent10_M3,Opponent10_D3,2H,1628.859421,Simple pass,69,68,65.0,15.0,M,M3,17,D3,2,"(17, 2)",123,D,"('M', 'D')",2499
15505,25,Opponent10,Opponent10_D3,Opponent10_M5,2H,1631.2925610000002,Simple pass,65,15,77.0,11.0,D,D3,2,M5,19,"(2, 19)",38,M,"('D', 'M')",2526
15506,25,Opponent10,Opponent10_M5,Opponent10_F1,2H,1632.6958999999995,Cross,77,11,86.0,48.0,M,M5,19,F1,7,"(19, 7)",30,F,"('M', 'F')",809
15507,25,Opponent10,Opponent10_D5,Opponent10_M5,2H,1641.4144859999994,Simple pass,36,40,61.0,8.0,D,D5,4,M5,19,"(4, 19)",50,M,"('D', 'M')",2526
15508,25,Opponent10,Opponent10_M5,Opponent10_D3,2H,1644.7755260000006,Simple pass,61,8,53.0,30.0,M,M5,19,D3,2,"(19, 2)",49,D,"('M', 'D')",2499
15509,25,Opponent10,Opponent10_D3,Opponent10_M3,2H,1646.3322529999994,Simple pass,53,30,53.0,35.0,D,D3,2,M3,17,"(2, 17)",118,M,"('D', 'M')",2526
15510,25,Opponent10,Opponent10_M3,Opponent10_M6,2H,1647.8845490000006,Simple pass,53,35,65.0,30.0,M,M3,17,M6,20,"(17, 20)",41,M,"('M', 'M')",2615
15511,25,Opponent10,Opponent10_M6,Opponent10_D3,2H,1649.838374,Simple pass,65,30,51.0,20.0,M,M6,20,D3,2,"(20, 2)",22,D,"('M', 'D')",2499
15512,25,Opponent10,Opponent10_D3,Opponent10_M6,2H,1651.7770779999998,Simple pass,51,20,68.0,34.0,D,D3,2,M6,20,"(2, 20)",21,M,"('D', 'M')",2526
15513,25,Opponent10,Opponent10_M6,Opponent10_M3,2H,1652.8951269999998,Simple pass,68,34,63.0,45.0,M,M6,20,M3,17,"(20, 17)",37,M,"('M', 'M')",2615
15515,25,Opponent10,Opponent10_D6,Opponent10_G1,2H,1663.3004300000002,Simple pass,35,40,15.0,42.0,D,D6,5,G1,13,"(5, 13)",17,G,"('D', 'G')",383
15519,25,Opponent10,Opponent10_M6,Opponent10_D3,2H,1697.4187659999998,Simple pass,45,26,60.0,12.0,M,M6,20,D3,2,"(20, 2)",22,D,"('M', 'D')",2499
15521,25,Opponent10,Opponent10_F3,Opponent10_D3,2H,1770.4537449999998,Simple pass,70,16,63.0,7.0,F,F3,9,D3,2,"(9, 2)",11,D,"('F', 'D')",336
15522,25,Opponent10,Opponent10_D5,Opponent10_D6,2H,1784.729402,Simple pass,40,53,56.0,80.0,D,D5,4,D6,5,"(4, 5)",31,D,"('D', 'D')",1795
15523,25,Opponent10,Opponent10_D6,Opponent10_M5,2H,1788.0697259999995,Simple pass,56,80,63.0,91.0,D,D6,5,M5,19,"(5, 19)",25,M,"('D', 'M')",2526
15524,25,Opponent10,Opponent10_M5,Opponent10_D6,2H,1789.9828699999996,Simple pass,63,91,58.0,81.0,M,M5,19,D6,5,"(19, 5)",25,D,"('M', 'D')",2499
